Gene,mean_exp_c57,koff_c57,kon_c57,regime_c57,regime_v2_c57,s_c57
Ankrd32,0.72,0.66976267,0.10586045,b,uz,5.28110395
Ankrd35,1.72,0.31207842,0.29524163,b,uz,3.5338332
Ankrd37,0.75,6.46273131,0.56644424,uz,uz,9.32946194
Ankrd39,0.23,24.78322952,0.21161066,uz,uz,26.87690616
Ankrd44,0.03,16.344723300000002,0.02883466,uz,uz,18.213645800000002
Ankrd54,0.43,1.95863216,0.13592069,uz,uz,6.5648793
Ankrd9,0.34,12.17244411,0.27150714,uz,uz,15.77657557
Anks1,0.94,0.10701989999999999,0.04955522,b,uz,2.96293867
Anks3,0.81,1.22462444,0.25255664,uz,uz,4.74020285
Ankzf1,1.37,1.31440917,0.27598906,uz,uz,7.8886973
Anln,2.02,2.53503979,0.83673332,uz,uz,8.15561886
Anp32a,24.77,7.17802901,2.27091093,unz,unz,103.08428337
Anp32b,4.99,413.51312852,2.5908617,unz,unz,801.40395668
Anp32e,8.09,0.40585879999999996,0.29359161,b,b,19.27938527
Anpep,0.11,2.96359653,0.06045597,uz,uz,5.32999576
Antxr1,0.02,10.859456300000002,0.00854189545,uz,uz,26.966718699999998
Anxa1,0.29,3.2331763,0.06039176,uz,uz,15.94683701
Anxa11,0.86,4.49294377,0.66496133,uz,uz,6.66271798
Anxa2,2.03,66.9258446,0.205986368,uz,uz,661.616203
Anxa3,0.21,21.23847899,0.19137961,uz,uz,23.07036168
Anxa5,0.55,6.89515889,0.3034635,uz,uz,13.16501139
Anxa6,2.28,4.98319736,0.94287791,uz,uz,14.30338523
Anxa7,4.1,0.65020264,0.79163937,b,b,7.47084478
Anxa8,0.39,0.3954877,0.04037818,b,uz,4.16897529
Aoah,3.5,24.06263838,1.69737332,unz,unz,53.04207747
Aoc3,0.09,13.61591131,0.0353389,uz,uz,32.96870665
Ap1b1,1.17,32.27956356,1.09955657,unz,uz,35.53409193
Ap1g2,0.85,92.44589304,0.69617505,uz,uz,113.99557871
Ap1m2,0.32,4.48686424,0.20486883,uz,uz,7.26551439
Ap1s1,2.91,0.17110834,0.26672372,b,b,4.7833712
Ap1s2,1.03,11.80904668,0.36707159,uz,uz,34.12834849
Ap2a1,2.02,419.94023464,1.45856006,unz,uz,584.41747525
Ap2b1,3.26,5.44906429,1.50843798,unz,unz,15.03346778
Ap2m1,6.14,0.14975524,0.26202123,b,b,9.65550848
Ap2s1,3.32,10.15931577,0.90560263,uz,uz,40.53219257
Ap3b1,1.96,6.68725119,1.52458848,unz,uz,10.53535126
Ap3b2,1.52,3.62391506,0.19089624,uz,uz,30.38892592
Ap3d1,4.58,1.0933442,1.13775996,unz,unz,8.98330158
Ap3m2,0.25,19.59556441,0.13428571,uz,uz,36.94901592
Ap3s2,2.05,24.27364271,1.20559134,unz,uz,43.38174951
Ap4b1,0.45,73.95836506,0.41581488,uz,uz,80.82729959
Ap4s1,0.34,2.16355781,0.20161089,uz,uz,3.9961019
Apaf1,0.79,0.98238429,0.29728974,b,uz,3.39374066
Apbb2,0.99,85.63574072,0.9489447,uz,uz,90.25376327
Apc,1.64,0.52348346,0.56306181,b,uz,3.171854
Apcdd1,0.1,25.12789557,0.09962263,uz,uz,25.86678497
Apex2,1.28,1.20406752,0.34149268,uz,uz,5.79102297
Api5,3.0,2.83789614,0.88159737,uz,uz,12.66224742
Apip,1.27,27.55290195,0.97141386,uz,uz,37.34188822
Apitd1,3.17,3.3027571000000004,0.83373185,uz,uz,15.70818628
Aplf,0.48,0.7886014,0.17313068,b,uz,2.69183867
Aplp2,3.98,471.89497424,3.17400761,unz,unz,595.52203887
Apoa1bp,3.36,0.81666175,0.40501514,b,b,10.13361829
Apobec1,0.26,2.03151023,0.07603081,uz,uz,7.19002199
Apobec2,0.54,2.01937201,0.16766395,uz,uz,7.01623994
Apobec3,2.95,0.82713665,0.7773713000000001,b,uz,6.08696639
Apobr,0.18,7.19952409,0.15914745,uz,uz,8.455802199999999
Apod,0.51,2.91498731,0.38320293,uz,uz,4.35331123
Apof,0.1,46.50447379999999,0.09160689999999999,uz,uz,49.8758495
App,0.57,12.70601065,0.23434125,uz,uz,31.66749597
Appbp2,3.59,0.01356758,0.03913759,b,b,4.83870288
Appl1,1.74,0.31310358,0.44265168,b,uz,2.97509037
Appl2,0.87,16.07170505,0.4168929,uz,uz,34.4986204
Aprt,5.59,543.33949802,1.98178604,unz,unz,1537.13842385
Aqp11,0.12,1.69358362,0.11561324,uz,uz,1.87171658
Aqp3,6.05,152.902253,0.506710191,uz,uz,1831.9115399999998
Aqp8,0.24,0.850901162,0.0116347299,b,uz,17.988704000000002
Aqr,3.52,0.80994353,0.63189414,b,b,8.03956761
Araf,3.33,4.73801756,1.56942784,unz,unz,13.38170778
Arap1,1.18,2.60518566,0.66123478,uz,uz,5.84092704
Arc,0.14,1.71972622,0.07669499,uz,uz,3.2414036
Arcn1,2.97,5.82119308,1.63419644,unz,unz,13.53665759
Arf3,1.04,2.96857551,0.88542185,uz,uz,4.54659772
Arf6,2.49,280.49530452,1.97100986,unz,unz,356.72620083
Arfgap1,1.48,136.08559564,1.13223122,unz,uz,179.81527131
Arfgap3,0.25,16.69299993,0.24150421,uz,uz,17.31021103
Arfgef1,0.62,2.09704809,0.51103386,uz,uz,3.16749029
Arfgef2,1.13,0.3839729,0.17669901,b,uz,3.57140024
Arfip1,0.66,89.80267892,0.36417752,uz,uz,164.06247402
Arfip2,0.55,0.98770734,0.23694881,b,uz,2.82111052
Arfrp1,0.95,6.95253051,0.3734648,uz,uz,18.70852792
Arglu1,5.31,471.86357584,3.9814973,unz,unz,634.64770704
Arhgap1,1.37,277.60871946,1.2455368,unz,uz,305.8095371
Arhgap11a,0.87,2.53221285,0.37303924,uz,uz,6.77432473
Arhgap12,2.95,0.52962613,0.54681453,b,uz,5.79955965
Arhgap18,0.04,13.9550544,0.017111871100000002,uz,uz,34.368586900000004
Arhgap19,0.82,59.45004112,0.29731729,uz,uz,164.85912380000002
Arhgap22,0.22,0.8336444,0.03644651,b,uz,5.19088325
Arhgap25,0.04,6.46102761,0.00451972381,uz,uz,58.586934899999996
Arhgap29,0.16,17.5542903,0.10651881,uz,uz,26.77199909
Arhgap32,1.0,35.95034177,0.41165937,uz,uz,88.66789308
Arhgap39,0.11,13.19653061,0.06391906,uz,uz,22.22535984
Arhgap42,0.51,2.44685574,0.25184142,uz,uz,5.42152563
Arhgap5,1.4,1.46690202,0.52826684,uz,uz,5.28657406
Arhgdig,0.26,0.85703877,0.07196369999999999,b,uz,3.37220375
Arhgef10l,0.45,9.10550189,0.38607608,uz,uz,11.07708704
Arhgef17,0.37,0.4313967000000001,0.09353383,b,uz,2.0578862
Arhgef18,1.31,271.55436465,0.92229387,uz,uz,386.09011264
Arhgef2,0.52,1.64901436,0.32265770000000005,uz,uz,3.19311138
Arhgef25,0.6,50.32771717,0.50486305,uz,uz,60.75622851
Arhgef3,0.33,18.87141873,0.18422066,uz,uz,34.62246783
Arhgef5,0.48,53.59615113,0.21874648,uz,uz,116.89578327
Arid1a,2.78,3.39490459,0.46715568,uz,uz,23.0236366
Arid1b,0.43,39.96848175,0.17044245,uz,uz,100.11565809
Arid2,3.08,1.25895953,0.49806942,uz,uz,10.87584056
Arid4a,3.01,1.71255035,0.57763678,uz,uz,11.92522553
Arid4b,1.76,176.98396189,1.30551949,unz,uz,240.61073995
Arid5b,2.56,3.63945276,0.86391964,uz,uz,13.33960845
Arih1,1.26,0.8163107,0.3959197,b,uz,3.86945797
Arl10,0.21,1.42377624,0.11175491,uz,uz,2.8456379000000003
Arl11,0.21,2.14500566,0.13956448,uz,uz,3.38336079
Arl15,0.67,85.70868903,0.53023017,uz,uz,109.67273995
Arl2,2.1,1.20530712,0.53898345,uz,uz,6.79279748
Arl2bp,0.96,45.4092735,0.72650526,uz,uz,60.720280200000005
Arl4a,1.55,8.68757641,0.60387493,uz,uz,23.80110291
Arl4c,0.3,3.4780733,0.14903747,uz,uz,7.3741984
Arl5c,0.1,58.67224770000001,0.0517731182,uz,uz,114.203972
Arl6,0.56,0.60182008,0.19170283,b,uz,2.31644943
Arl6ip1,10.67,3.43536701,1.29143591,unz,unz,39.04070972
Arl6ip4,5.71,0.20738852,0.20481519,b,b,11.4943127
Arl6ip5,1.92,1.9308276000000002,0.8355943000000001,uz,uz,6.34301317
Arl8b,2.74,0.99526099,0.68800322,b,uz,6.69634436
Armc1,2.16,1.99486062,0.45233917,uz,uz,11.66965224
Armc10,3.22,4.33171626,1.22321501,unz,uz,14.6070631
Armc5,1.05,21.250916500000002,0.132245673,uz,uz,169.339629
Armc8,1.34,0.27414236,0.07066271,b,b,6.55395824
Armc9,0.32,2.65236909,0.21465444,uz,uz,4.26368016
Armcx1,2.69,216.85919927,2.3886418999999997,unz,unz,246.77459883
Armcx2,0.57,0.7592028000000001,0.07704031,b,uz,6.20673015
Armcx6,0.03,16.19869802,0.02881751,uz,uz,18.06195003
Arntl,0.69,962.783019,0.591146304,uz,uz,1118.45492
Arpc1a,1.67,1.23341716,0.5985493000000001,uz,uz,5.10503113
Arpc1b,4.68,19.88275143,1.77214473,unz,unz,57.15256731
Arpc3,3.72,0.73499268,2.02712014,unz,unz,5.07471049
Arpc4,10.06,1.36908196,0.67921644,uz,uz,30.34371194
Arpc5,6.39,1.06177773,0.86427666,uz,uz,14.23728085
Arpp19,15.22,0.73494407,0.31697794,b,uz,50.4941125
Arrb1,0.19,7.58260887,0.17091908,uz,uz,8.76700311
Arrb2,0.93,0.94228311,0.29833157,b,uz,3.86068457
Arrdc4,1.14,0.61881661,0.16031069,b,uz,5.55439355
Arvcf,0.91,1.15855223,0.32105034,uz,uz,4.19734548
Asah1,3.79,108.77006843,2.79180499,unz,unz,151.38916083
Asap1,3.36,0.28717525,0.28547446,b,b,6.73431629
Asap3,0.37,1.64335359,0.18058032,uz,uz,3.74199167
Asb1,0.22,1.64194928,0.12951857,uz,uz,3.04216762
Asb13,0.2,3.08632514,0.15252141,uz,uz,4.32037201
Asb3,0.52,2.55060018,0.4658162,uz,uz,3.3765053999999997
Ascc1,1.17,20.34205379,0.34279169,uz,uz,70.76983437
Ascl2,0.51,119.3847007,0.34819328,uz,uz,176.02043009
Asf1a,2.64,1.15892192,0.50222654,uz,uz,8.728474499999999
Asf1b,1.47,10.19452769,1.10534546,unz,uz,14.996758499999999
Ash2l,16.85,2.45622938,1.73777817,unz,unz,40.66793013
Asl,1.47,52.58938558,1.4269214,unz,uz,55.77160591
Asns,26.58,35.48636331,3.14294141,unz,unz,326.70942639
Asnsd1,1.69,60.6590483,0.65456199,uz,uz,158.29367140000002
Aspm,1.79,1.41502557,0.38437467,uz,uz,8.39707766
Asxl1,1.1,22.02661144,0.81487063,uz,uz,30.77756734
Asxl2,2.03,1.50032842,0.57571749,uz,uz,7.33618232
Atad2b,2.01,1.91320457,0.46482824,uz,uz,10.28023114
Atad5,2.2,132.91863088,0.68096333,uz,uz,430.97793678
Atat1,0.6,0.9119287,0.12683532,b,uz,4.9205371
Ate1,1.33,0.62634921,0.31990036,b,uz,3.92797465
Atf2,0.88,18.51310012,0.33290569,uz,uz,49.65841176
Atf3,0.1,21.23050669,0.05373662,uz,uz,38.12732941
Atf4,7.8,6.41087034,1.13978889,unz,unz,51.69757744
Atf5,0.54,1.42140473,0.14846716,uz,uz,5.65705239
Atf6,0.78,0.76920283,0.26389229,b,uz,3.04752258
Atf6b,0.27,2.37285074,0.19684099,uz,uz,3.49605824
Atg10,0.28,72.43341193,0.24523658,uz,uz,81.86423263
Atg12,1.91,0.13594506,0.16712218,b,b,3.45553382
Atg14,1.07,0.88128862,0.39264793,b,uz,3.4626375
Atg16l1,1.72,0.09179013,0.19734795,b,uz,2.52408738
Atg16l2,0.23,2.55659983,0.02928363,uz,uz,20.04122817
Atg4d,1.07,0.52991377,0.34667497,b,uz,2.70911587
Atg7,0.65,57.331056499999995,0.58728692,uz,uz,63.78387656
Atic,3.72,25.27784531,2.2901172,unz,unz,44.82252975
Atl2,1.27,0.65116061,0.22374649,b,uz,4.96513923
Atl3,0.54,34.57576925,0.46027013,uz,uz,41.32411605
Atm,2.13,1.01188611,0.6645514,uz,uz,5.37372836
Atmin,1.81,4.40181226,1.00101853,unz,uz,9.78725705
Atn1,0.34,0.6429720999999999,0.03232699,b,uz,7.15675551
Atox1,4.88,331.26305138,2.7518588,unz,unz,592.02118055
Atp10a,0.16,18.03776966,0.07809666,uz,uz,36.65551312
Atp10d,0.41,21.88918552,0.1996557,uz,uz,45.77179983
Atp11b,0.98,4.21632101,0.77433094,uz,uz,6.30473505
Atp13a1,1.64,34.32467416,1.57824758,unz,uz,37.20806483
Atp1a1,4.27,1.02313008,0.66304914,uz,uz,10.85800662
Atp1a2,0.29,1.43829259,0.08095213,uz,uz,5.44004552
Atp1b1,5.48,1.66729143,0.88090558,uz,uz,15.83764821
Atp1b3,3.04,40.26659845,1.87098927,unz,unz,68.53510658
Atp2a2,3.4,1.27677074,1.09257601,unz,unz,7.3711253
Atp2a3,0.17,0.37811949,0.04416561,b,uz,1.62943808
Atp2b1,2.86,18.84270999,1.69119437,unz,unz,34.71145815
Atp2b4,0.21,13.41308088,0.10869644,uz,uz,25.82058441
Atp5a1,30.14,3.15972321,3.04559861,unz,unz,61.40927893
Atp5b,32.25,11.60038584,4.25191096,unz,unz,120.23786704
Atp5c1,22.22,14.01747439,3.07345056,unz,unz,123.53578459
Atp5e,15.75,1.82072764,1.74440147,unz,unz,32.18331811
Atp5f1,13.55,2.56059316,1.83066322,unz,unz,32.50402343
Atp5g3,17.74,2.24189327,1.70355611,unz,unz,41.080347499999995
Atp5j2,18.47,8.32622505,3.08059509,unz,unz,68.38528178
Atp5l,6.54,0.11807668,0.03190065,b,b,30.75784981
Atp5o,13.06,304.36106988,3.51657846,unz,unz,1143.44730861
Atp5s,0.44,19.49878094,0.35829851,uz,uz,24.48332195
Atp6ap2,3.47,2.46025779,2.18258291,unz,unz,7.3752319
Atp6v0a2,0.86,75.41809743,0.32723737,uz,uz,198.19358021
Atp6v0b,3.7,284.51609681,2.34510675,unz,unz,452.59210525
Atp6v0e,8.01,6.54795807,2.02151536,unz,unz,33.95408467
Atp6v1a,4.91,0.91625401,1.18952881,unz,unz,8.69330321
Atp6v1b2,2.84,192.66094826,1.38867898,unz,uz,396.9039582
Atp6v1c1,3.55,2.23646406,1.30186906,unz,unz,9.65887006
Atp6v1d,3.37,1.54666948,0.7776949000000001,uz,uz,10.07055778
Atp6v1e1,5.71,0.14273429999999998,0.29188451,b,b,8.50138046
Atp6v1f,2.89,355.44131662,2.72060768,unz,unz,381.02786349999997
Atp7a,1.65,0.29037926,0.24769777,b,uz,3.59316743
Atp8b2,0.65,5.6208101,0.49775205,uz,uz,7.95615042
Atp9a,1.86,169.80358124,0.851505,uz,uz,372.79574568
Atpaf2,2.83,20.1723868,0.223315807,uz,uz,258.076889
Atpif1,33.22,20.46278318,3.5143742999999996,unz,unz,226.66901498
Atr,3.74,0.14998129999999998,0.12543653,b,b,8.21236384
Atrip,1.04,11.55727667,0.77062739,uz,uz,16.68168742
Atrn,0.31,66.54346545,0.22352478,uz,uz,93.60126257
Atrx,36.21,55.96007829,5.25997994,unz,unz,421.42900322
Atxn10,2.26,188.17367459,1.68628235,unz,uz,254.06378271
Atxn2,0.28,11.67466208,0.13010427,uz,uz,25.24841848
Atxn2l,1.6,1.15557938,0.51962835,uz,uz,5.15793943
Atxn3,1.0,0.96065955,0.32478724,b,uz,3.95791247
Atxn7l3,1.45,0.63112215,0.35043937,b,uz,4.07488697
Atxn7l3b,5.27,4.78675902,1.42846773,unz,unz,22.91392023
Auh,2.14,9.32776149,1.01702124,unz,uz,21.75714104
Aup1,2.08,1.15391187,0.45395882,uz,uz,7.36611074
Aurka,3.05,1.29008634,0.46719674,uz,uz,11.46687255
Aurkaip1,2.69,2.49401317,1.73714088,unz,unz,6.54698698
Aurkb,1.28,1.25569589,0.68926139,uz,uz,3.60327743
Auts2,0.57,77.94265548,0.29410218,uz,uz,152.87743076
Aven,1.84,8.66220599,0.96787089,uz,uz,18.28167914
Avl9,0.74,4.14258681,0.71134579,uz,uz,5.06286874
Avpi1,2.23,379.7873015,1.16049427,unz,uz,733.47482198
Axin1,0.65,176.18100686,0.53029737,uz,uz,215.76526977
Azin1,1.8,0.213523,0.1350741,b,uz,4.64495201
B230118H07Rik,0.53,0.03925191,0.03071186,b,uz,1.21321789
B230208H11Rik,0.06,7.82309739,0.0111154265,uz,uz,43.9440359
B230217C12Rik,0.06,15.77856018,0.05974763,uz,uz,16.82939928
B230219D22Rik,0.6,1.63700992,0.19537157,uz,uz,5.64959501
B3galnt2,0.63,0.02558918,0.04177266,b,uz,1.02158837
B3galt6,0.52,0.61804381,0.12806685,b,uz,3.01034187
B3gnt1,0.17,21.87749828,0.10403078,uz,uz,36.24045608
B3gnt2,1.33,38.32562813,0.58174548,uz,uz,88.68434332
B3gnt3,0.05,11.2711425,0.0135810281,uz,uz,43.5960722
B3gnt7,0.95,58.27716847,0.32188642,uz,uz,172.44782868
B3gntl1,0.38,7.07095856,0.15995466,uz,uz,17.10028755
B430010I23Rik,0.02,10.505119699999998,0.00892871072,uz,uz,26.005260800000002
B4galnt1,0.05,14.73940954,0.03639684,uz,uz,22.11024195
B4galnt2,0.1,25.36101358,0.05441292,uz,uz,48.73675382
B4galnt4,0.82,0.64283667,0.08621142,b,uz,6.91500048
B4galt6,10.43,2.30070137,1.37387532,unz,unz,27.88607604
B630005N14Rik,0.41,44.81060413,0.18737826,uz,uz,97.36227947
B9d1,1.16,1.55663988,0.32951064,uz,uz,6.64637425
BC003331,0.5,12.09784664,0.19239046,uz,uz,31.95749547
BC003965,2.85,0.59547339,0.43480507,b,uz,6.7549466
BC004004,1.11,1.00549752,0.32940736,uz,uz,4.49855877
BC005537,0.51,15.12230851,0.47471363,uz,uz,16.6686953
BC005561,1.98,0.20978951,0.09539625,b,b,6.3381587
BC005624,1.65,2.03452521,0.56054169,uz,uz,7.65418292
BC017643,0.28,0.44594624,0.07794958,b,uz,1.85872079
BC021614,0.28,20.80611565,0.19056545,uz,uz,30.80197278
BC027231,1.48,0.27236486,0.14687417,b,uz,4.22912142
BC030307,0.14,7.06500432,0.06776754,uz,uz,14.88956211
BC030867,1.98,10.739637599999998,0.92849895,uz,uz,24.86962467
BC052040,1.15,27.67591521,0.69115177,uz,uz,47.12286824
BC055324,1.6,0.9066093000000001,0.67736896,b,uz,3.74966708
BC068281,0.51,0.9679327,0.09620093,b,uz,5.63909991
Bach2,0.44,0.15381118,0.04065034,b,uz,2.08111547
Bad,0.55,1.8007397,0.2961178,uz,uz,3.88040296
Bag2,0.1,8.7673805,0.028823433199999998,uz,uz,29.913338899999996
Bag3,0.22,8.49400062,0.1199454,uz,uz,15.990049800000001
Bag4,1.2,1.40318186,0.33228201,uz,uz,6.26611911
Bag5,1.85,20.37459354,0.66222997,uz,uz,58.77090946
Bag6,5.04,0.77538517,0.87895762,b,unz,9.49518103
Baiap2,0.28,0.68452525,0.11075625,b,uz,1.99592684
Banf1,25.22,5.81866361,2.00371489,unz,unz,98.47362195
Banp,1.24,1.48491536,0.19911099,uz,uz,10.50172774
Bap1,3.25,107.65611231,1.77194281,unz,unz,200.71860996
Basp1,0.8,18.89867312,0.30078226,uz,uz,50.76677173
Batf3,0.04,13.665432199999998,0.0172895042,uz,uz,33.6518023
Bax,18.46,352.25110645,3.51449719,unz,unz,1868.43815836
Baz1a,0.35,1.45609296,0.20915427,uz,uz,2.812177
Baz1b,4.34,5.47643953,1.15634768,unz,uz,24.87177538
Baz2a,4.26,2.58010384,1.38551156,unz,unz,12.18041905
Baz2b,2.42,0.53823984,0.21220473,b,uz,8.5567091
Bbip1,0.71,11.93458004,0.29194994,uz,uz,29.91878754
Bbs4,0.69,0.92289171,0.20343168,b,uz,3.79325646
Bbs9,0.23,23.34801943,0.2062005,uz,uz,26.60126113
Bbx,1.2,12.95433365,0.52935359,uz,uz,30.52242031
Bcam,1.86,155.40914021,0.7743802,uz,uz,374.25251349
Bcap29,1.18,0.66009607,0.27415194,b,uz,4.02648689
Bcap31,13.21,62.98302773,3.71711278,unz,unz,237.08724544
Bcar3,0.95,4.27950797,0.52048539,uz,uz,8.73191472
Bcas2,10.12,17.13606985,2.66777281,unz,unz,75.12931683
Bcas3,0.93,1.83635221,0.68842968,uz,uz,3.41863464
Bcat1,10.36,2.82734872,1.27173343,unz,unz,33.40735699
Bcat2,4.87,5.66312284,1.45499325,unz,unz,23.83875786
Bccip,5.26,4.29313425,1.86968941,unz,unz,17.33957141
Bcdin3d,0.64,215.398925,0.222700646,uz,uz,617.595301
Bckdha,3.94,2.17437389,0.87846529,uz,uz,13.70555065
Bckdhb,1.83,368.37397369999996,1.0636192,unz,uz,636.12772948
Bckdk,2.57,1.99504956,0.73875644,uz,uz,9.52370625
Bcl10,0.89,0.44459750000000003,0.25156978,b,uz,2.4550612999999997
Bcl11a,0.02,73.30002059999998,0.00926064434,uz,uz,137.178151
Bcl2l12,0.94,5.29229184,0.60043962,uz,uz,9.22637268
Bcl2l13,1.93,5.10635695,0.55053098,uz,uz,19.79610634
Bcl2l15,0.09,6.38658516,0.03483261,uz,uz,17.00217175
Bcl7a,0.31,2.7255025,0.26061748,uz,uz,3.58295661
Bcl7b,0.98,12.42016485,0.63128912,uz,uz,20.22467084
Bcl9l,0.1,5.7132293,0.02825248,uz,uz,20.40982932
Bclaf1,7.96,8.79472548,1.6703853,unz,unz,49.89597275
Bcor,0.86,88.13912711,0.43168059999999997,uz,uz,176.24144836
Bcs1l,1.22,0.93917081,0.67594769,b,uz,2.92162864
Bdh1,1.59,30.86346207,0.58034846,uz,uz,86.23899984
Bdp1,2.07,2.65560351,0.69430408,uz,uz,9.97857681
Begain,0.04,13.703530599999999,0.0172854442,uz,uz,33.7598559
Bend3,0.3,0.33219209,0.02722044,b,uz,4.02113315
Bet1,1.07,0.97723568,0.28549103,b,uz,4.72314278
Bet1l,1.36,0.97821628,0.36601426,b,uz,4.99697078
Bex1,23.91,85.09268349,2.43969134,unz,unz,857.72497489
Bfar,0.56,0.30053368,0.09318658,b,uz,2.38061655
Bhlhb9,1.71,1.06059056,0.5032487,uz,uz,5.31635194
Bhlhe40,0.69,1.48373749,0.39706524,uz,uz,3.27958273
Bhlhe41,0.02,10.886384699999999,0.00861106658,uz,uz,27.108781
Bicd1,0.22,0.27326158,0.01708467,b,uz,3.75288599
Bicd2,0.32,317.924468,0.212934542,uz,uz,484.15237699999994
Bid,3.76,3.40264723,0.69454269,uz,uz,22.17031637
Bik,0.04,13.757129699999998,0.0171237113,uz,uz,33.8744331
Bin1,0.35,2.1490563,0.31241817,uz,uz,2.73642847
Birc2,1.0,17.842475399999998,0.57650344,uz,uz,31.94895052
Birc5,7.89,4.91800574,1.47226882,unz,unz,34.23852455
Birc6,2.59,49.75503695,1.61736497,unz,uz,82.22752191
Blcap,0.82,5.76273699,0.52687531,uz,uz,9.75570261
Blm,1.77,1.74077791,0.60772203,uz,uz,6.85786705
Blmh,3.0,2.37819457,0.85936177,uz,uz,11.28824388
Blvra,0.42,6.3853119000000005,0.28664756,uz,uz,9.76346577
Blvrb,1.44,3.98975207,0.5613083000000001,uz,uz,11.65396619
Blzf1,1.26,1.22570241,0.30860912,uz,uz,6.24896838
Bmf,0.36,0.23422766,0.05260387,b,uz,1.95643413
Bmp4,0.71,0.61681931,0.10003755,b,uz,5.05531528
Bmpr2,0.09,27.01079731,0.07624968,uz,uz,33.67820906
Bms1,3.35,4.1359427,0.98883309,uz,uz,17.37811677
Bnip1,0.6,1.52834403,0.3614216,uz,uz,3.12533655
Bnip3l,3.25,0.62259676,0.43046356,b,uz,7.94555504
Boc,0.06,7.87506277,0.0111194281,uz,uz,44.242758
Bod1l,4.59,1.10370164,0.78148503,uz,uz,11.06941564
Bola1,3.19,0.43246417,0.16448493,b,uz,11.56812643
Bop1,2.1,115.39433675,0.82703595,uz,uz,294.80246947
Bpnt1,1.27,0.30142628,0.32151083,b,uz,2.46934136
Bptf,7.04,1.13796718,0.84388579,uz,uz,16.53198188
Brca1,1.77,0.3914284,0.38600729,b,uz,3.55550713
Brca2,2.73,5.8878535,0.99120035,uz,uz,18.96936284
Brcc3,3.48,5.23943007,1.52612532,unz,unz,15.43396917
Brd1,1.38,0.58392,0.1541975,b,uz,6.60104993
Brd2,7.12,168.24897459,1.90132692,unz,unz,637.39168461
Brd3,3.37,32.51569488,3.21357747,unz,unz,37.49552914
Brd4,3.59,1.21434652,0.43420189,uz,uz,13.62197925
Brd7,6.77,0.83616589,0.38293349,b,uz,21.55888573
Brd8,5.9,2.73622893,0.89082298,uz,uz,24.00808223
Brf1,0.53,1.09926461,0.51712395,uz,uz,1.66992184
Brf2,0.89,1.56366652,0.24836233,uz,uz,6.46839117
Bri3bp,1.21,4.1092817,1.06531541,unz,uz,5.88443059
Brip1,0.59,102.50009101,0.40159402,uz,uz,151.63939292
Brix1,11.59,6.91510124,2.44506309,unz,unz,44.38699557
Brpf1,1.07,21.64673845,0.71124692,uz,uz,33.72359562
Brwd1,2.73,1.1801718,0.69216648,uz,uz,7.39794097
Brwd3,2.11,1.32938735,0.35239385,uz,uz,10.09211384
Bsg,24.33,35.19509246,3.52121101,unz,unz,267.48104622
Bst2,0.98,0.64445484,0.28262021,b,uz,3.20758946
Btaf1,1.3,1.0865626,0.5922947,uz,uz,3.68828464
Btbd11,0.05,11.4417435,0.0190731725,uz,uz,28.2824663
Btbd19,0.8,0.50589005,0.35044128,b,uz,1.96049371
Btbd2,1.11,139.86438606,1.01677082,unz,uz,153.58279293
Btbd6,0.31,21.15888479,0.25722795,uz,uz,25.61241208
Btbd7,0.11,5.7068603,0.06207778,uz,uz,10.68209603
Btbd9,1.4,3.39862378,0.38730597,uz,uz,13.70553641
Btd,0.22,1.53756916,0.07118150000000001,uz,uz,4.93827113
Btf3,10.97,0.36523629,0.26955432,b,b,25.84257199
Btf3l4,1.29,0.09207381,0.03081658,b,b,5.1393595
Btg1,2.64,204.18969025,1.98789389,unz,unz,273.71949689
Btg2,1.79,2.14307151,0.28166287,uz,uz,15.43532202
Btrc,1.26,0.63293347,0.39105964,b,uz,3.29377168
Bub1,3.6,1.64748389,0.70490307,uz,uz,12.02511336
Bub1b,4.74,98.21589199,3.50447096,unz,unz,137.5036658
Bub3,4.88,0.74292866,0.5784534,b,b,11.15218068
Bud13,1.12,181.75109893,0.88544527,uz,uz,230.08169305
Bud31,2.39,109.50070578,1.48079374,unz,uz,179.12937849
Bysl,2.52,3.3074627,1.29769052,unz,uz,8.94673713
Bzw1,6.06,10.34658079,2.15448017,unz,unz,35.18533323
Bzw2,6.53,1.98978375,0.94797797,uz,uz,20.24193573
C030034I22Rik,0.09,17.66172674,0.06480459,uz,uz,24.04116034
C130036L24Rik,0.12,11.78738148,0.03980401,uz,uz,35.19067935
C130074G19Rik,0.72,42.16828707,0.39938167,uz,uz,76.8438343
C1d,0.65,39.53214603,0.37077241,uz,uz,69.48329175
C1qbp,22.72,19.652093,3.18126656,unz,unz,163.0686351
C1qtnf1,0.03,3.69399169,0.02158211,uz,uz,5.67242483
C1qtnf6,0.09,13.46893751,0.0353251,uz,uz,32.62567855
C1rl,0.22,0.67771709,0.05400068,b,uz,3.01440185
C230052I12Rik,1.44,3.06523438,0.43852428,uz,uz,11.47646173
C2cd2,0.43,7.91013466,0.24374484,uz,uz,14.52012653
C330018D20Rik,0.29,0.07716606,0.00896828,b,uz,2.76311942
C330027C09Rik,1.88,0.52327988,0.67867957,b,uz,3.33228048
C430049B03Rik,0.04,13.997608300000001,0.0171157475,uz,uz,34.4466839
